"","Draudėjo.kodas..code.","Juridinių.asmenų.registro.kodas..jarCode.","Pavadinimas..name.","Savivaldybė..kurioje.registruota.municipality.","Ekonominės.veiklos.rūšies.kodas.ecoActCode.","Ekonominės.veiklos.rūšies.pavadinimas.ecoActName.","Mėnuo..month.","Vidutinis.darbo.užmokestis..avgWage.","Apdraustųjų.skaičius..numInsured.","Vidutinis.darbo.užmokestis.II..avgWage2.","Apdraustųjų.skaičius.II..numInsured2.","Valstybinio.socialinio.draudimo.įmoka..tax."
"44",19450,120405391,"UAB ""VANSTEKAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"852.00",24,"",0,"4891.23"
"45",19450,120405391,"UAB ""VANSTEKAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"881.07",23,"",0,"4874.71"
"46",19450,120405391,"UAB ""VANSTEKAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"869.09",23,"",0,"4833.68"
"47",19450,120405391,"UAB ""VANSTEKAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"818.13",21,"",0,"4168.49"
"48",19450,120405391,"UAB ""VANSTEKAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"880.29",18,"",0,"3830.83"
"49",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",1,"",0,""
"50",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",1,"",0,""
"51",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",1,"",0,""
"52",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",1,"",0,""
"53",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",1,"",0,""
"54",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",1,"",0,""
"55",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",1,"",0,""
"56",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",1,"",0,""
"57",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",1,"",0,""
"58",61142,121524466,"UŽDAROJI AKCINĖ BENDROVĖ ""KESĖ""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",1,"",0,""
"59",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",3,"",0,""
"60",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"61",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"62",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",1,"",0,""
"63",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",1,"",0,""
"64",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",1,"",0,""
"65",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",1,"",0,""
"66",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",1,"",0,""
"67",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",1,"",0,""
"68",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",1,"",0,""
"69",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",1,"",0,""
"70",11282,121784688,"I. PARASOCKIO FIRMA ""IMPELA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",1,"",0,""
"71",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"72",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"73",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"74",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"75",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"76",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"77",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"78",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"79",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"80",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"81",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"82",77073,123026133,"UŽDAROJI AKCINĖ BENDROVĖ ""DEMENAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"83",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"446.02",6,"",0,"644.91"
"84",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"457.01",4,"",0,"437.04"
"85",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"359.14",6,"",0,"515.30"
"86",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"467.96",6,"",0,"650.01"
"87",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"564.02",4,"",0,"528.09"
"88",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"1666.98",4,"",0,"1524.50"
"89",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"794.89",4,"",0,"771.68"
"90",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",3,"",0,""
"91",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",3,"",0,""
"92",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",3,"",0,""
"93",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",3,"",0,""
"94",82064,123905829,"UAB ""BIASTERA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",3,"",0,""
"95",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",3,"",0,""
"96",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",3,"",0,""
"97",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",3,"",0,""
"98",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",3,"",0,""
"99",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",3,"",0,""
"100",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",3,"",0,""
"101",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",3,"",0,""
"102",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",3,"",0,""
"103",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",3,"",0,""
"104",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",3,"",0,""
"105",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",3,"",0,""
"106",16943,124071010,"UAB ""ARLINAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",3,"",0,""
"107",45812,124481454,"UŽDAROJI AKCINĖ BENDROVĖ ""ELITINĖ MADA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",3,"",0,""
"108",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"735.71",6,"",0,"1010.23"
"109",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"811.45",5,"",0,"959.21"
"110",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"811.45",5,"",0,"959.21"
"111",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"815.35",5,"",0,"963.93"
"112",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"834.65",5,"",0,"985.63"
"113",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"546.78",6,"",0,"787.76"
"114",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"747.75",7,"",0,"1256.32"
"115",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"684.98",7,"",0,"1149.64"
"116",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"815.35",5,"",0,"989.43"
"117",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"780.10",6,"",0,"1135.98"
"118",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"777.04",6,"",0,"1131.54"
"119",73538,124827721,"UŽDAROJI AKCINĖ BENDROVĖ ""LAIPTŲ STUDIJA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"804.45",6,"",0,"1171.46"
"120",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"739.01",6,"",0,"1014.16"
"121",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"676.04",6,"",0,"922.46"
"122",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"405.33",6,"",0,"567.69"
"123",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"764.46",6,"",0,"1051.22"
"124",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"764.46",6,"",0,"1051.22"
"125",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"764.46",6,"",0,"1051.22"
"126",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"764.46",6,"",0,"1051.22"
"127",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"764.46",6,"",0,"1051.22"
"128",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"764.46",6,"",0,"1051.22"
"129",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"764.46",6,"",0,"1051.22"
"130",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"764.46",6,"",0,"1051.22"
"131",57716,125018295,"UŽDAROJI AKCINĖ BENDROVĖ ŽEMUOGIŲ VĖJAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"750.89",6,"",0,"1033.89"
"132",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"133",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"134",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"135",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"136",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"137",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"138",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"139",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"140",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"141",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"142",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"143",74516,125501358,"UAB ""INVETO""","Vilniaus r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"144",85914,125753284,"UŽDAROJI AKCINĖ BENDROVĖ ""KLASIKINIS FASONAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"947.76",5,"",0,"1061.55"
"145",85914,125753284,"UŽDAROJI AKCINĖ BENDROVĖ ""KLASIKINIS FASONAS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"996.34",5,"",0,"1113.21"
